Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10FMR_est,se.fmr,log10dens.est,se.dens
Pseudomys_johnsoni,Rodentia,Muridae,Pseudomys,johnsoni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4181306205364475,0.05440043535325907,2.959815587089519,0.04218280725816675
Pseudomys_nanus,Rodentia,Muridae,Pseudomys,nanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,34,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7247988350741599,0.05147433192652372,2.878178237193879,0.04434593717858855
Pseudomys_novaehollandiae,Rodentia,Muridae,Pseudomys,novaehollandiae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5694924824743681,0.05457884439582908,2.919773055018741,0.04163860919560597
Pseudomys_occidentalis,Rodentia,Muridae,Pseudomys,occidentalis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,34,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7319463779389221,0.053357978815355825,2.878178237193879,0.04434593717858855
Pseudomys_oralis,Rodentia,Muridae,Pseudomys,oralis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,95,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,VU,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0442845804205985,0.05396992630093943,2.797633418837097,0.05682454213657551
Pseudomys_patrius,Rodentia,Muridae,Pseudomys,patrius,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,16.7,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.518270239552063,0.05385940327683656,2.9339082341551856,0.04146879931657399
Pseudomys_pilligaensis,Rodentia,Muridae,Pseudomys,pilligaensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,11,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.3883138857892765,0.05537223768649172,2.9666362235093278,0.04258558151653698
Pseudomys_shortridgei,Rodentia,Muridae,Pseudomys,shortridgei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,70,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9506194142467628,0.053811001915844606,2.8215716355730334,0.05236425623414339
Pseudoryx_nghetinhensis,Cetartiodactyla,Bovidae,Pseudoryx,nghetinhensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,85e3,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,Occurs on mainland,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4.283089775229427,0.07941398023588046,0.30574515554654136,0.04810278953348275
Pseudoryzomys_simplex,Rodentia,Cricetidae,Pseudoryzomys,simplex,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,51.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9883693244431777,0.07774849533525693,2.845934937205623,0.04840917473939362
Pteromys_momonga,Rodentia,Sciuridae,Pteromys,momonga,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,151.8,Reported,Journal of Mammalogy 89: 852-873 (2008),NA,NA,Occurs only on isolated islands,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2883929684010464,0.1066465291692732,2.580090782290679,0.064476436393776
Pteromys_volans,Rodentia,Sciuridae,Pteromys,volans,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,143.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2725705801614016,0.10693236758122021,2.593679574144323,0.06453966397127076
Pteromyscus_pulverulentus,Rodentia,Sciuridae,Pteromyscus,pulverulentus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,334.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.5286124878242635,0.10675898511812147,2.3819391879540155,0.06395724137722274
Pteronura_brasiliensis,Carnivora,Mustelidae,Pteronura,brasiliensis,1,0,1,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,23999.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,0,60,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.9551412406929662,0.0922424020382802,-0.5230996234179117,0.16685448300068625
Ptilocercus_lowii,Scandentia,Ptilocercidae,Ptilocercus,lowii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,41.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,30,30,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7240885666093013,0.10387069949218453,2.217076668504166,0.04902935542974651
Pudu_mephistophiles,Cetartiodactyla,Cervidae,Pudu,mephistophiles,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,9600,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.761267901192618,0.07342312617279789,0.853129815907347,0.037544010759202745
Pudu_puda,Cetartiodactyla,Cervidae,Pudu,puda,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,9749.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.7657116474535828,0.07310230411788331,0.8492409692374485,0.037594473136960384
Puma_concolor,Carnivora,Felidae,Puma,concolor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,51600,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",4.071421646527506,0.06175098697468588,-1.2414917429120247,0.17373090789332285
Punomys_kofordi,Rodentia,Cricetidae,Punomys,kofordi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,82,Reported,Zeitchrift für Saugertierkunde 60: 85-96 (1995),NA,NA,Occurs on mainland,VU,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.1182171517975563,0.06797009890441665,2.8091687929817093,0.05461265006744252
Punomys_lemminus,Rodentia,Cricetidae,Punomys,lemminus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,84.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1285505214293075,0.06815306515754392,2.8065368187263653,0.05510760316825488
Pygathrix_cinerea,Primates,Cercopithecidae,Pygathrix,cinerea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8310,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Pygathrix_nemaeus,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on mainland,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.4749787449367946,0.09763057752643671,1.2237382408164141,0.08385815498665908
Pygathrix_nemaeus,Primates,Cercopithecidae,Pygathrix,nemaeus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8310,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.4748084783162843,0.0971649879926307,1.2237382408164141,0.08385815498665908
Pygathrix_nigripes,Primates,Cercopithecidae,Pygathrix,nigripes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8310,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Pygathrix_nemaeus,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.4748205368703653,0.09729990810089234,1.2237382408164141,0.08385815498665908
Pygeretmus_platyurus,Rodentia,Dipodidae,Pygeretmus,platyurus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,26.4,Assumed isometric based on head-body length,Nowak RM. Walker's mammals of the world (1999),Pygeretmus_pumilio,Nowak RM. Walker's mammals of the world (1999),Occurs on mainland,LC,No,60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7505979511758785,0.12413974851777702,2.3330151754191837,0.051982134634639715
Pygeretmus_pumilio,Rodentia,Dipodidae,Pygeretmus,pumilio,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.956490229959652,0.1244302017094254,2.1628730465805144,0.047706622427789336
Pygeretmus_zhitkovi,Rodentia,Dipodidae,Pygeretmus,zhitkovi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,56.5,Assumed isometric based on head-body length,Nowak RM. Walker's mammals of the world (1999),Pygeretmus_pumilio,Nowak RM. Walker's mammals of the world (1999),Occurs on mainland,NT,No,60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9819055250308144,0.12301132964970252,2.142041514957331,0.047209036230350866
Quemisia_gravis,Rodentia,Echimyidae,Quemisia,gravis,1,0,0,0,Imputed,PHYLACINE 1.2,4170,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,EP,Yes,93,6,1,Imputed 000 Species,PHYLACINE 1.2,3.1544985251580524,0.10774825915348514,1.748528563247703,0.06733162851137156
Rangifer_tarandus,Cetartiodactyla,Cervidae,Rangifer,tarandus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,86034,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",4.364379174722753,0.052821794978799484,0.302710337896237,0.04817647877646843
Raphicerus_campestris,Cetartiodactyla,Bovidae,Raphicerus,campestris,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,10500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.688389253437594,0.06563848437526605,0.8306379146751603,0.03784182659457894
Raphicerus_melanotis,Cetartiodactyla,Bovidae,Raphicerus,melanotis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,10249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.6830583023217427,0.07163422786946211,0.8366886469891153,0.037760298646688374
Raphicerus_sharpei,Cetartiodactyla,Bovidae,Raphicerus,sharpei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,9499.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.6597638520938536,0.07258339588920192,0.8557606664965554,0.037510118698356534
Rattus_adustus,Rodentia,Muridae,Rattus,adustus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,158,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs only on isolated islands,DD,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.200021269401815,0.07411332425657181,2.7577560878158436,0.06519419331032575
Rattus_andamanensis,Rodentia,Muridae,Rattus,andamanensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,129,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1384863956464293,0.07378647322190111,2.7736517859444216,0.0617393163488631
Rattus_annandalei,Rodentia,Muridae,Rattus,annandalei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,216.1,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 97: 183-430 (1951),Rattus_niobe,Bulletin of the American Museum of Natural History 97:183-430 (1951),Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.290556883477525,0.06965421919011676,2.7332092221268622,0.07077714935750593
Rattus_arfakienis,Rodentia,Muridae,Rattus,arfakienis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,81,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,DD,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.989004931289432,0.06577334443648547,2.81013061939225,0.0544332717130202
Rattus_argentiventer,Rodentia,Muridae,Rattus,argentiventer,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,133.1,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 97: 183-430 (1951),Rattus_niobe,Bulletin of the American Museum of Natural History 97:183-430 (1951),Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1474166478569376,0.07444939178030721,2.7711991611339744,0.06226304879797116
Rattus_arrogans,Rodentia,Muridae,Rattus,arrogans,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,82.9,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,LC,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.9957402348414812,0.06561696253724268,2.8083131255152494,0.05477290758825286
Rattus_baluensis,Rodentia,Muridae,Rattus,baluensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,108.8,Reported,Journal of Biogeography 35: 1087-1094 (2008),NA,NA,Occurs on large land bridge islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.08656563687933,0.07406262808440044,2.7870013239031466,0.05895473257716012
Rattus_blangorum,Rodentia,Muridae,Rattus,blangorum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,194.8,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,DD,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.263557117909297,0.07395406594420892,2.74134336450608,0.06889730049061402
Rattus_bontanus,Rodentia,Muridae,Rattus,bontanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,239,Assumed isometric based on skull size,American Museum Novitates 2726: 1-30 (1982),Rattus_tiomanicus,American Museum Novitates 2726: 1-30 (1982),Occurs only on isolated islands,DD,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.316757092989928,0.06469381912355628,2.7253138165782667,0.07262718231671061
Rattus_burrus,Rodentia,Muridae,Rattus,burrus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,190.6,Imputed,PHYLACINE 1.2,NA,NA,Occurs only on isolated islands,EN,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.257009166583137,0.07352618569602141,2.743051937852746,0.06850601062398565
Rattus_colletti,Rodentia,Muridae,Rattus,colletti,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,61,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8889144635084234,0.05479496057958174,2.8323594821117397,0.050531674699881846
Rattus_elaphinus,Rodentia,Muridae,Rattus,elaphinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,131.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,NT,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1352777208591482,0.06568606504384182,2.7722068073514983,0.06204744339898181
Rattus_enganus,Rodentia,Muridae,Rattus,enganus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,305,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.392883195459839,0.06870383618517227,2.7061990738897514,0.07719846304509417
Rattus_everetti,Rodentia,Muridae,Rattus,everetti,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,255,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.3448347022862603,0.07326427500179282,2.7202342831988613,0.07382972827578486
Rattus_exulans,Rodentia,Muridae,Rattus,exulans,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,47.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.832550786556416,0.07396036041563978,2.8522985002080383,0.04749186903385402
Rattus_feliceus,Rodentia,Muridae,Rattus,feliceus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,306,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,NT,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.3917843005688133,0.06652386866199375,2.7059424848914593,0.07726064050104023
Rattus_fuscipes,Rodentia,Muridae,Rattus,fuscipes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,133,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 97: 183-430 (1951),Rattus_steini,Bulletin of the American Museum of Natural History 97:183-430 (1951),Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1471577783729625,0.06078262105440726,2.771258077235197,0.06225042607046032
Rattus_giluwensis,Rodentia,Muridae,Rattus,giluwensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,116.7,Reported,Records of the Western Australian Museum 15: 611-626 (1991),NA,NA,Occurs on large land bridge islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0989182124280297,0.06561241369060014,2.7815067101671542,0.06008685116885269
Rattus_hainaldi,Rodentia,Muridae,Rattus,hainaldi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,125.9,Imputed,PHYLACINE 1.2,NA,NA,Occurs only on isolated islands,EN,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1108189529001073,0.05808973130767027,2.775558528787643,0.06133465234181839
Rattus_hoffmanni,Rodentia,Muridae,Rattus,hoffmanni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,147,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1781845857316946,0.07461192056195648,2.763412748198104,0.06394876756713272
