reference	community type	ecosystem type	NPP (gC m-2 y-1)	leaf P (gC m-2 y-1)	DP (gCm-2 yr-1)	leaf DP (gC m-2 yr-1)	D (gC m-2 y-1)	DB (gC m-2)	H (gC m-2 y-1)	%NPP consumed	HB (gC m-2)	TC (gC m-2 y-1)	CA  (gC m-2 y-1)	Nbiomass (%DW)	Pbiomass (%DW)	k (day-1)	Ndetritus (%DW)	Pdetritus (%DW)	Ndp(%DW)	Pdp(%DW)
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.098000	4.950000	.	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.098000	8.940000	0.388000	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.052800	4.340000	0.602000	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.066000	4.440000	.	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.036000	4.190000	0.800000	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.036000	4.190000	0.800000	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.047000	4.200000	.	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.068000	3.940000	.	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.027000	5.630000	.	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.056000	5.430000	.	.	.
Aizaki and Takamura 1991	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.036000	4.280000	.	.	.
"Arndt et al. 1993, Behrendt 1990"	communities of freshwater phytoplankton	aquatic	204.400000	.	51.100000	.	.	.	153.300000	75.000000	.	.	.	6.300000	.	.	.	.	.	.
Cloern et al 1987	communities of freshwater phytoplankton	aquatic	1976.110000	.	203.670000	.	.	.	1758.935000	89.009974	.	.	.	.	.	.	.	.	.	.
Coveney et al. 1977	communities of freshwater phytoplankton	aquatic	331.785000	.	247.105000	.	.	1.43	84.680000	25.522552	2.16	.	.	9.7	1.5	.	.	.	.	.
Cushing 1976	communities of freshwater phytoplankton	aquatic	275.575000	.	158.410000	.	.	.	124.465000	45.165563	.	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	75.10768486	.	.	.	.	.	.	.	0.112413814	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	65.90231627	.	.	.	.	.	.	.	0.60988213	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	93.39505225	.	.	.	.	.	.	.	1.062256787	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	59.52995878	.	.	.	.	.	.	.	0.121687484	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	2298.923031	.	.	.	.	.	.	.	1.458594031	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	724.3277317	.	.	.	.	.	.	.	10.30658424	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	438.7976336	.	.	.	.	.	.	.	2.346884996	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	146.525144	.	.	.	.	.	.	.	0.456054138	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	171.9152696	.	.	.	.	.	.	.	0.794328247	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	258.2110605	.	.	.	.	.	.	.	0.315036347	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	448.4646609	.	.	.	.	.	.	.	0.56340368	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	355.4507481	.	.	.	.	.	.	.	1.149888535	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	296.42388	.	.	.	.	.	.	.	1.180677137	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	441.996598	.	.	.	.	.	.	.	1.03455624	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	277.6651276	.	.	.	.	.	.	.	0.773614492	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	260.0934954	.	.	.	.	.	.	.	0.660194859	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	communities of freshwater phytoplankton	aquatic	236.6568305	.	.	.	.	.	.	.	0.626211903	.	.	.	.	.	.	.	.	.
Garnier and Mourelatos 1991	communities of freshwater phytoplankton	aquatic	169.360000	.	36.865000	.	.	.	113.150000	66.810345	0.534402966	.	.	.	.	.	.	.	.	.
Gliwicz and Hillbricht-Ilkowska 1972	communities of freshwater phytoplankton	aquatic	121.545000	.	72.270000	.	.	.	48.180000	39.639640	.	.	.	.	.	.	.	.	.	.
Gliwicz and Hillbricht-Ilkowska 1972	communities of freshwater phytoplankton	aquatic	123.005000	.	94.535000	.	.	.	28.214500	22.937685	.	.	.	.	.	.	.	.	.	.
Gliwicz and Hillbricht-Ilkowska 1972	communities of freshwater phytoplankton	aquatic	190.895000	.	31.791500	.	.	.	158.775000	83.173996	.	.	.	.	.	.	.	.	.	.
Gulati 1975	communities of freshwater phytoplankton	aquatic	146.000000	.	21.900000	.	.	.	124.100000	85.000000	.	.	.	.	.	.	.	.	.	.
Gulati 1975	communities of freshwater phytoplankton	aquatic	547.500000	.	193.450000	.	.	.	354.050000	64.666667	.	.	.	.	.	.	.	.	.	.
Jensen and Schwaerter 1988	communities of freshwater phytoplankton	aquatic	840.960000	.	578.160000	.	.	.	262.800000	31.250000	.	.	.	.	.	.	.	.	.	.
Jespersen et al. 1988	communities of freshwater phytoplankton	aquatic	218.635000	.	89.060000	.	.	0.4	102.930000	47.078464	2	.	.	4.6	0.34	.	.	.	.	.
Jewson et al. 1981	communities of freshwater phytoplankton	aquatic	186.515000	.	102.200000	.	.	.	73.000000	39.138943	.	.	.	.	.	.	.	.	.	.
Lampert 1978	communities of freshwater phytoplankton	aquatic	379.600000	.	36.500000	.	.	.	343.100000	90.384615	.	.	.	.	.	.	.	.	.	.
Nakanishi et al. 1992	communities of freshwater phytoplankton	aquatic	430.700000	.	76.285000	.	.	0.6367	231.045000	53.644068	1.0167	.	.	5.76	0.37	.	.	.	.	.
Otsuki and Hanya 1972	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.009300	3.300000	.	.	.
Tilzer 1984	communities of freshwater phytoplankton	aquatic	296.380000	.	73.730000	.	.	.	222.650000	75.123153	.	.	.	.	.	.	.	.	.	.
Twilley et al. 1986	communities of freshwater phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.054000	6.630000	1.090000	.	.
Urabe et al. 1995	communities of freshwater phytoplankton	aquatic	294.190000	.	73.550000	.	.	.	220.640000	74.999150	.	.	.	4.910000	0.314000	.	.	.	.	.
Vadstein et al 1989	communities of freshwater phytoplankton	aquatic	208.415000	.	79.205000	.	.	.	117.530000	56.392294	.	.	.	.	.	0.052600	4.960000	0.800000	.	.
Weisse et al 1990	communities of freshwater phytoplankton	aquatic	448.950000	.	189.435000	.	.	1.191	212.065000	47.235772	1.1788	.	.	6.63	0.3	0.052600	4.960000	0.800000	.	.
Baird and Ulanowicz 1989	communities of marine phytoplankton	aquatic	337.179700	.	186.515000	.	110.976644	0.5143	73.000000	21.650176	1.062	183.976644	.	7.04	0.79	.	.	.	.	.
Baird and Ulanowicz 1993	communities of marine phytoplankton	aquatic	11.553710	.	3.888710	.	3.796569	0.1511	7.665000	66.342326	0.0841	11.461569	.	5.98	0.81	.	.	.	.	.
Baird and Ulanowicz 1993	communities of marine phytoplankton	aquatic	37.726400	.	19.841400	.	10.557383	0.1367	17.885000	47.407121	1.8045	28.442383	.	5.3	0.46	.	.	.	.	.
Baird and Ulanowicz 1993	communities of marine phytoplankton	aquatic	120.252900	.	25.352900	.	35.045256	0.1105	94.900000	78.917016	8.7189	129.945256	.	5.49	0.81	.	.	.	.	.
Baird and Ulanowicz 1993	communities of marine phytoplankton	aquatic	103.747600	.	84.037600	.	30.664599	0.2138	19.710000	18.998030	1.7398	50.374599	.	7.25	0.81	.	.	.	.	.
Baird and Ulanowicz 1993 (phytoplankton average)	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	105.375588	.	5.490000	0.810000	.	.	.	.	.
Biddanda 1988	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.049800	4.520000	0.983000	.	.
Biddanda 1988	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.095600	6.080000	0.850000	.	.
Biddanda 1988	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.041700	4.190000	0.800000	.	.
Bienfag and Zieman 1992	communities of marine phytoplankton	aquatic	30.652700	.	.	.	.	.	.	.	.	.	0.009855	.	.	.	.	.	.	.
Bienfag and Zieman 1992	communities of marine phytoplankton	aquatic	120.252900	.	.	.	.	.	.	.	.	.	0.985500	.	.	.	.	.	.	.
Bishop et al 1977	communities of marine phytoplankton	aquatic	54.750000	.	.	.	.	.	.	.	.	.	.	5.800000	0.700000	.	.	.	.	.
Chavez et al. 1991	communities of marine phytoplankton	aquatic	426.779900	.	178.579900	.	.	.	248.200000	58.156441	.	.	.	.	.	.	.	.	.	.
Durbin et al. 1975	communities of marine phytoplankton	aquatic	507.350000	.	169.962250	.	.	.	337.387750	66.500000	.	.	.	5.800000	.	.	.	.	.	.
Frost 1991	communities of marine phytoplankton	aquatic	200.421500	.	39.821500	.	.	.	160.600000	80.131124	.	.	0.069350	.	.	.	.	.	.	.
Garber 1984	communities of marine phytoplankton	aquatic	308.000000	.	215.490000	.	155.890000	.	.	.	.	.	.	.	.	0.044900	3.300000	0.690000	3.300000	0.690000
Garber 1984	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.029400	2.400000	0.260000	.	.
Golterman 1972	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.023300	8.000000	.	.	.
Harrison et al. 1993	communities of marine phytoplankton	aquatic	0.400843	.	0.097893	.	.	.	0.302950	75.578219	.	.	.	.	.	.	.	.	.	.
Holligan et al. 1984#@	communities of marine phytoplankton	aquatic	532.885400	.	.	.	86.377104	.	.	.	.	.	.	.	.	.	.	.	.	.
Holligan et al. 1984#@	communities of marine phytoplankton	aquatic	122.610800	.	.	.	24.866136	.	.	.	.	.	.	.	.	.	.	.	.	.
Holligan et al. 1984#@	communities of marine phytoplankton	aquatic	530.527500	.	.	.	88.994592	.	.	.	.	.	.	.	.	.	.	.	.	.
Holligan et al. 1993#@	communities of marine phytoplankton	aquatic	42.442200	.	.	.	18.322416	.	.	.	.	.	.	.	.	.	.	.	.	.
Holligan et al. 1993#@	communities of marine phytoplankton	aquatic	87.242300	.	.	.	17.013672	.	.	.	.	.	.	.	.	.	.	.	.	.
Holligan et al. 1993#@	communities of marine phytoplankton	aquatic	54.231700	.	49.231200	.	26.174880	.	5.000500	9.220622	.	31.175380	.	.	.	.	.	.	.	.
Holligan et al. 1993#@	communities of marine phytoplankton	aquatic	73.094900	.	.	.	17.013672	.	.	.	.	.	.	.	.	.	.	.	.	.
Iriarte et al. 1991#@	communities of marine phytoplankton	aquatic	1322.781900	.	.	.	525.678840	.	.	.	.	.	.	.	.	.	.	.	.	.
Jensen et al. 1990#@	communities of marine phytoplankton	aquatic	1157.728900	.	.	.	346.071903	.	.	.	.	.	.	5.490000	0.810000	.	.	.	.	.
Johnson et al. 1981#@	communities of marine phytoplankton	aquatic	2315.457800	.	.	.	602.022240	.	.	.	.	.	.	.	.	.	.	.	.	.
Johnson et al. 1981#@	communities of marine phytoplankton	aquatic	2723.374500	.	.	.	745.984080	.	.	.	.	.	.	.	.	.	.	.	.	.
Johnson et al. 1981#@	communities of marine phytoplankton	aquatic	3671.250300	.	.	.	886.019688	.	.	.	.	.	.	.	.	.	.	.	.	.
Joiris et al. 1982#@	communities of marine phytoplankton	aquatic	516.380100	.	436.080100	.	221.953288	.	80.300000	15.550561	.	302.253288	5.110000	.	.	.	.	.	.	.
Kamiyama 1994	communities of marine phytoplankton	aquatic	1971.204400	.	1675.554400	.	.	.	295.650000	14.998445	.	.	.	.	.	.	.	.	.	.
Kemp and Boynton 1980#@	communities of marine phytoplankton	aquatic	690.864700	.	.	.	284.742705	.	.	.	.	.	.	.	.	.	.	.	.	.
Kemp and Boynton 1980#@	communities of marine phytoplankton	aquatic	530.527500	.	.	.	189.828470	.	.	.	.	.	.	.	.	.	.	.	.	.
Kenney et al. 1988#@	communities of marine phytoplankton	aquatic	162.695100	.	.	.	100.755111	.	.	.	.	.	.	.	.	.	.	.	.	.
King et al. 1978#@	communities of marine phytoplankton	aquatic	75.452800	.	.	.	8.637710	.	.	.	.	.	0.120450	.	.	.	.	.	.	.
Knauer et al. 1979	communities of marine phytoplankton	aquatic	73.000000	.	.	.	.	.	.	.	.	.	.	4.660000	0.592000	.	.	.	.	.
Kruse 1993#@	communities of marine phytoplankton	aquatic	400.843000	.	.	.	156.243433	.	.	.	.	.	.	.	.	.	.	.	.	.
Kuparinen 1986#@	communities of marine phytoplankton	aquatic	141.474000	.	.	.	42.346351	.	.	.	.	.	.	.	.	.	.	.	.	.
Lawes et al. 1988	communities of marine phytoplankton	aquatic	742.738500	.	260.099000	.	.	.	430.700000	57.988108	.	.	.	.	.	.	.	.	.	.
LeBorgne et al. 1989	communities of marine phytoplankton	aquatic	160.600000	.	1.610000	.	.	.	158.990000	99.000000	.	.	.	4.870000	0.967700	.	.	.	.	.
LeBorgne et al. 1997	communities of marine phytoplankton	aquatic	164.615000	.	137.245000	.	.	.	27.370000	16.630000	.	.	.	3.230000	0.326000	.	.	.	.	.
Lenz et al. 1993	communities of marine phytoplankton	aquatic	80.168600	.	.	.	.	.	80.168600	100.000000	.	.	.	.	.	.	.	.	.	.
Lenz et al. 1993	communities of marine phytoplankton	aquatic	238.147900	.	110.397900	.	.	.	127.750000	53.643135	.	.	.	.	.	.	.	.	.	.
Lenz et al. 1993	communities of marine phytoplankton	aquatic	252.295300	.	124.545300	.	.	.	127.750000	50.635109	.	.	.	.	.	.	.	.	.	.
Lenz et al. 1993	communities of marine phytoplankton	aquatic	120.252900	.	61.852900	.	.	.	58.400000	48.564317	.	.	.	.	.	.	.	.	.	.
Lignell et al. 1993	communities of marine phytoplankton	aquatic	288.350000	.	218.708000	.	.	.	47.450000	16.455696	.	.	.	.	.	.	.	.	.	.
Lindeboom et al. 1989	communities of marine phytoplankton	aquatic	549.390700	.	.	.	.	.	.	.	.	.	0.255500	.	.	.	.	.	.	.
McLusky 1981#@	communities of marine phytoplankton	aquatic	63.663300	.	.	.	21.903285	.	.	.	.	.	.	.	.	.	.	.	.	.
Mee 1977#@	communities of marine phytoplankton	aquatic	2494.658200	.	.	.	1544.911702	.	.	.	.	.	.	.	.	.	.	.	.	.
Menzel and Ryther 1960#@	communities of marine phytoplankton	aquatic	37.726400	.	.	.	14.602190	.	.	.	.	.	.	.	.	.	.	.	.	.
Muller and Suess 1979	communities of marine phytoplankton	aquatic	160.001400	.	.	.	.	.	.	.	.	.	27.798400	.	.	.	.	.	.	.
Muller and Suess 1979	communities of marine phytoplankton	aquatic	64.280150	.	.	.	.	.	.	.	.	.	0.003650	.	.	.	.	.	.	.
Muller and Suess 1979	communities of marine phytoplankton	aquatic	59.998700	.	.	.	.	.	.	.	.	.	0.240900	.	.	.	.	.	.	.
Murray and Wetzel 1987#@	communities of marine phytoplankton	aquatic	188.632000	.	.	.	116.817520	.	.	.	.	.	.	.	.	.	.	.	.	.
Murray and Wetzel 1987#@	communities of marine phytoplankton	aquatic	315.958600	.	.	.	192.748908	.	.	.	.	.	.	.	.	.	.	.	.	.
Nedwell et al. 1993	communities of marine phytoplankton	aquatic	188.632000	.	.	.	.	.	.	.	.	.	35.405000	.	.	.	.	.	.	.
Newell et al. 1981	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.067600	5.920000	1.700000	.	.
Newell et al. 1981	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.069900	2.300000	.	.	.
Newell et al. 1981	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.038800	3.590000	0.340000	.	.
Newell et al. 1981 ($)#@	communities of marine phytoplankton	aquatic	448.950000	.	418.650000	.	418.650000	.	.	.	.	.	.	.	.	0.058800	3.940000	1.020000	3.940000	1.020000
Nixon and Pilson 1984	communities of marine phytoplankton	aquatic	299.453300	.	.	.	.	.	.	.	.	.	0.438000	.	.	.	.	.	.	.
Odum and Wilson 1962#@	communities of marine phytoplankton	aquatic	2565.395200	.	.	.	1401.810240	.	.	.	.	.	.	.	.	.	.	.	.	.
Packard 1979#@	communities of marine phytoplankton	aquatic	679.075200	.	.	.	90.533578	.	.	.	.	.	.	.	.	.	.	.	.	.
Packard and Le B. Williams 1981#@	communities of marine phytoplankton	aquatic	242.863700	.	.	.	74.598408	.	.	.	.	.	.	.	.	.	.	.	.	.
Packard and Le B. Williams 1981#@	communities of marine phytoplankton	aquatic	214.568900	.	.	.	61.510968	.	.	.	.	.	.	.	.	.	.	.	.	.
Packard and le B. Williams 1981#@	communities of marine phytoplankton	aquatic	221.642600	.	.	.	113.897082	.	.	.	.	.	.	.	.	.	.	.	.	.
Perry 1976	communities of marine phytoplankton	aquatic	43.800000	.	.	.	.	.	.	.	.	.	.	5.690000	0.790000	.	.	.	.	.
Pomeroy and Johannes 1968#@	communities of marine phytoplankton	aquatic	848.844000	.	.	.	379.656940	.	.	.	.	.	.	.	.	.	.	.	.	.
Pomeroy and Johannes 1968#@	communities of marine phytoplankton	aquatic	1242.613300	.	.	.	689.708088	.	.	.	.	.	.	5.490000	0.810000	.	.	.	.	.
Pomeroy and Johannes 1968#@	communities of marine phytoplankton	aquatic	4258.367400	.	.	.	540.511272	.	.	.	.	.	.	.	.	.	.	.	.	.
Pomeroy and Johannes 1968#@	communities of marine phytoplankton	aquatic	509.306400	.	.	.	315.407304	.	.	.	.	.	.	.	.	.	.	.	.	.
Pomeroy and Johannes 1968#@	communities of marine phytoplankton	aquatic	580.043400	.	.	.	260.440056	.	.	.	.	.	.	.	.	.	.	.	.	.
Pomeroy and Johannes 1968#@	communities of marine phytoplankton	aquatic	315.958600	.	.	.	175.371696	.	.	.	.	.	.	5.490000	0.810000	.	.	.	.	.
Pomeroy and Johannes 1968#@	communities of marine phytoplankton	aquatic	264.084800	.	.	.	138.726864	.	.	.	.	.	.	.	.	.	.	.	.	.
Poumba 1994	communities of marine phytoplankton	aquatic	374.906100	.	.	.	.	.	.	.	.	.	1.898000	.	.	.	.	.	.	.
Prego 1993	communities of marine phytoplankton	aquatic	127.326600	.	.	.	.	.	.	.	.	.	1.496500	.	.	.	.	.	.	.
Randall and Day 1987#@	communities of marine phytoplankton	aquatic	370.190000	.	.	.	172.305842	.	.	.	.	.	.	5.490000	0.810000	.	.	.	.	.
Randall and Day 1987#@	communities of marine phytoplankton	aquatic	233.432100	.	.	.	144.561681	.	.	.	.	.	.	.	.	.	.	.	.	.
Schlesinger 1997	communities of marine phytoplankton	aquatic	235.790000	.	.	.	.	.	.	.	.	.	0.350400	.	.	.	.	.	.	.
Shin et al. 1987	communities of marine phytoplankton	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	0.512000	.	.	.	.	.
Skjoldal and Lännergren 1978	communities of marine phytoplankton	aquatic	1619.877300	.	1416.200000	.	.	.	175.200000	10.815634	.	.	.	.	.	.	.	.	.	.
Smith 1977#@	communities of marine phytoplankton	aquatic	455.074700	.	.	.	238.015697	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith 1977#@	communities of marine phytoplankton	aquatic	464.506300	.	.	.	65.709855	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith 1992	communities of marine phytoplankton	aquatic	37.726400	.	.	.	.	.	.	.	.	.	0.803000	.	.	.	.	.	.	.
Smith 1992	communities of marine phytoplankton	aquatic	37.726400	.	.	.	.	.	.	.	.	.	0.001095	.	.	.	.	.	.	.
Smith 1992	communities of marine phytoplankton	aquatic	37.726400	.	.	.	.	.	.	.	.	.	0.036500	.	.	.	.	.	.	.
Smith 1992	communities of marine phytoplankton	aquatic	37.726400	.	.	.	.	.	.	.	.	.	0.219000	.	.	.	.	.	.	.
Smith 1992	communities of marine phytoplankton	aquatic	37.726400	.	.	.	.	.	.	.	.	.	0.219000	.	.	.	.	.	.	.
Smith and Hollibaugh 1993#@	communities of marine phytoplankton	aquatic	115.537100	.	.	.	70.090512	.	.	.	.	.	4.015000	.	.	.	.	.	.	.
Smith et al. 1986#@	communities of marine phytoplankton	aquatic	247.579500	.	.	.	137.418120	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith et al. 1986#@	communities of marine phytoplankton	aquatic	221.642600	.	.	.	123.021936	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith et al. 1986#@	communities of marine phytoplankton	aquatic	294.737500	.	.	.	163.593000	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith et al. 1986#@	communities of marine phytoplankton	aquatic	858.275600	.	.	.	246.043872	.	.	.	.	.	.	.	.	.	.	.	.	.
Sorokin 1983	communities of marine phytoplankton	aquatic	179.200400	.	51.450400	.	.	0.17	127.750000	71.288903	4.6	.	0.006570	5.08	1.14	.	.	.	.	.
Strom and Welschemeyer 1991	communities of marine phytoplankton	aquatic	117.895000	.	66.795000	.	.	.	51.100000	43.343653	.	.	.	.	.	.	.	.	.	.
Suess 1980	communities of marine phytoplankton	aquatic	401.500000	.	.	.	.	.	.	.	.	.	17.155000	.	.	.	.	.	.	.
Suess 1980	communities of marine phytoplankton	aquatic	496.400000	.	.	.	.	.	.	.	.	.	40.150000	.	.	.	.	.	.	.
Tijseen 1979#@	communities of marine phytoplankton	aquatic	181.558300	.	.	.	78.524640	.	.	.	.	.	.	.	.	.	.	.	.	.
Tijssen and Eijgenraam 1982#@	communities of marine phytoplankton	aquatic	754.528000	.	.	.	162.084309	.	.	.	.	.	.	.	.	.	.	.	.	.
Velimirov and Walenta-Simon 1992#@	communities of marine phytoplankton	aquatic	297.095400	.	.	.	103.675549	.	.	.	.	.	.	.	.	.	.	.	.	.
Walsh 1988	communities of marine phytoplankton	aquatic	299.993500	.	199.983500	.	.	.	100.010000	33.337389	.	.	.	.	.	.	.	.	.	.
Walsh 1988	communities of marine phytoplankton	aquatic	166.002000	.	130.002050	.	.	.	35.999950	21.686456	.	.	.	.	.	.	.	.	.	.
Walsh 1988	communities of marine phytoplankton	aquatic	284.992000	.	197.976000	.	.	.	87.016000	30.532787	.	.	.	.	.	.	.	.	.	.
Walsh 1988	communities of marine phytoplankton	aquatic	99.973500	.	76.974850	.	.	.	22.998650	23.004746	.	.	.	.	.	.	.	.	.	.
Walsh 1988	communities of marine phytoplankton	aquatic	161.987000	.	93.987500	.	.	.	67.999500	41.978369	.	.	.	.	.	.	.	.	.	.
Walsh et al. 1988	communities of marine phytoplankton	aquatic	135.000000	.	.	.	.	.	.	.	.	.	.	.	.	0.065800	5.950000	1.097000	.	.
Welschemeyer and Lorenzen 1985	communities of marine phytoplankton	aquatic	238.147900	.	14.855500	.	.	.	182.500000	76.633050	.	.	.	.	.	.	.	.	.	.
Welschmeyer and Lorenzen 1985	communities of marine phytoplankton	aquatic	28.294800	.	0.124100	.	.	.	26.061000	92.105263	.	.	.	6.900000	0.980000	.	.	.	.	.
Zieman et al. 1993	communities of marine phytoplankton	aquatic	174.484600	.	108.784600	.	.	.	65.700000	37.653753	.	.	.	.	.	.	.	.	.	.
Cattaneo 1983	freshwater benthic microalgal beds	aquatic	0.876000	.	0.105850	.	.	.	0.733650	83.750000	.	.	.	.	.	.	.	.	.	.
Flint and Goldman 1975	freshwater benthic microalgal beds	aquatic	5.256000	.	3.504000	.	.	.	1.752000	33.333333	.	.	.	.	.	.	.	.	.	.
Flint and Goldman 1975	freshwater benthic microalgal beds	aquatic	25.440500	.	20.951000	.	.	.	4.485850	17.632712	.	.	.	.	.	.	.	.	.	.
Hunter 1980	freshwater benthic microalgal beds	aquatic	2.839700	.	0.405150	.	.	.	2.434550	85.732648	.	.	.	3.850000	.	.	.	.	.	.
Jacoby 1987	freshwater benthic microalgal beds	aquatic	132.009550	.	29.809550	.	.	.	102.200000	77.418641	.	.	.	.	.	.	.	.	.	.
Mason and Bryant 1975	freshwater benthic microalgal beds	aquatic	7.811000	.	4.197500	.	.	.	3.606200	46.168224	.	.	.	4.240000	0.405000	.	.	.	.	.
Naiman 1976	freshwater benthic microalgal beds	aquatic	1109.600000	.	.	.	.	.	.	.	.	.	66.576000	.	.	.	.	.	.	.
Stanley 1976	freshwater benthic microalgal beds	aquatic	7.570100	.	1.054850	.	.	.	1.073100	14.175506	.	.	.	.	.	.	.	.	.	.
Admiraal et al. 1983	marine benthic microalgal beds	aquatic	274.012800	.	232.140000	.	.	.	40.150000	14.652600	.	.	.	.	.	.	.	.	.	.
Andersen and Kristensen 1988	marine benthic microalgal beds	aquatic	137.006400	.	.	.	19.169800	.	.	.	.	.	.	.	.	.	.	.	.	.
Baird and Ulanowicz 1989	marine benthic microalgal beds	aquatic	56.414400	.	31.656450	.	6.193320	0.8188	17.885000	31.702899	0.1127	24.078320	.	7.04	1.02	.	.	.	.	.
Baird and Ulanowicz 1993	marine benthic microalgal beds	aquatic	34.923200	.	.	.	1.430362	0.074	34.923200	100.000000	0.0814	36.353562	0.043800	5.3	0.81	.	.	.	.	.
Baird and Ulanowicz 1993	marine benthic microalgal beds	aquatic	526.534400	.	358.634400	.	16.220600	2.4466	167.900000	31.887755	15.9716	184.120600	211.700000	4.05	0.46	.	.	.	.	.
Baird and Ulanowicz 1993	marine benthic microalgal beds	aquatic	513.102400	.	482.077400	.	23.593600	1.9489	31.025000	6.046551	0.8823	54.618600	0.350400	7.25	0.46	.	.	.	.	.
Baird and Ulanowicz 1993	marine benthic microalgal beds	aquatic	80.592000	.	14.892000	.	7.667920	.	65.700000	81.521739	.	73.367920	0.040150	.	.	.	.	.	.	.
Baird and Ulanowicz 1993 (microphytobenthos average)	marine benthic microalgal beds	aquatic	.	.	.	.	.	.	.	.	.	74.507800	.	4.050000	0.459000	.	.	.	.	.
Burns et al. 1993#@	marine benthic microalgal beds	aquatic	150.438400	.	.	.	41.288800	.	.	.	.	.	.	.	.	.	.	.	.	.
Cadee and Hegeman 1977	marine benthic microalgal beds	aquatic	85.008500	.	.	.	.	.	.	.	.	.	10.299935	.	.	.	.	.	.	.
Carpenter 1986	marine benthic microalgal beds	aquatic	577.576000	.	441.650000	.	.	.	138.700000	24.014156	.	.	.	.	.	.	.	.	.	.
